   pgc   |        name        |      j2000      |        ra        |     dec      | modulus |  error   |    method     |   Dist    |  Vh  |   VLG    
  166179 | KK221              | 134846.4-465949 |        207.19332 |   -46.996944 |   27.91 |     0.04 | TRGB          |   3.81944 |  507 |  267.826
   49050 | ESO383-087         | 134918.8-360341 |        207.32832 |   -36.061388 |   27.52 |     0.02 | TRGB          |   3.19154 |  326 |  107.687
   49158 | DDO183             | 135051.1+380116 |       207.712905 |     38.02111 |    27.6 |     0.05 | TRGB          |   3.31131 |  188 |  253.908
         | dw1350+5441        | 135058.3+544120 |      207.7429167 |  54.68888889 |   29.21 |          | mem           |   6.95024 |      |         
 3097113 | HIPASS J1351-47    | 135122.0-470000 |       207.841665 |          -47 |   28.79 |     0.12 | TRGB          |   5.72796 |  529 |  291.087
 5807011 | HIZOA J1353-58     | 135321.9-580317 |       208.341255 |   -58.054722 |  26.611 |          | BTF           |   2.09991 |  224 | -25.0872
 2807150 | KKH86              | 135433.6+041435 |       208.639995 |     4.243055 |   27.08 |     0.26 | TRGB          |   2.60615 |  287 |  208.737
   49448 | HolmIV             | 135445.1+535417 |       208.687905 |    53.904722 |    29.3 |     0.01 | TRGB          |   7.24436 |  140 |  271.899
   49452 | UGC08833           | 135448.7+355015 |       208.702905 |    35.837499 |   27.56 |     0.06 | TRGB          |   3.25087 |  221 |  279.858
 5065057 | GBT 1355+5439      | 135450.6+543850 |      208.7108334 |  54.64722222 | 29.2099 |          | mem           |      6.95 |  210 |  344.704
 6657064 | dw1355+51          | 135511.0+515429 |      208.7958333 |  51.90805556 | 29.2099 |          | mem           |      6.95 |      |         
 6740596 | M101Dw9            | 135544.6+550845 |      208.9358334 |  55.14583333 |   29.44 |     0.13 | TRGB          |   7.72681 |      |         
  166184 | KK227              | 135610.1+401812 |        209.04207 |    40.303333 | 29.7808 |          | mem           |      9.04 |      |         
 5912216 | dw1357-28          | 135700.0-285515 | 209.250000000002 |   -28.920833 |   28.45 |          | mem           |   4.89779 |      |         
   49615 | ESO384-016         | 135701.6-352002 |        209.25666 |   -35.333888 |   28.26 |     0.03 | TRGB          |   4.48745 |  561 |  349.582
 4713562 | BootesIII          | 135712.0+264800 |     209.29999995 |         26.8 |   18.35 |     0.01 | HB            | 0.0467735 |  198 |  218.889
   49636 | UGC08882           | 135714.6+540603 |       209.310825 |    54.100833 |    29.6 |      0.2 | SBF           |   8.31764 |  348 |  482.201
 4713552 | BootesII           | 135808.0+125054 |     209.53333335 |  12.84833333 |    18.1 |     0.06 | CMD           | 0.0416869 | -117 | -155.835
 4713553 | BootesI            | 140005.0+143015 |     210.02083335 |  14.50416667 |   19.07 |     0.11 | HB            | 0.0651628 |   99 |  68.9352
 5912217 | dw1401-32          | 140125.0-323746 |       210.354165 |   -32.629444 |   28.45 |          | mem           |   4.89779 |      |         
 5067387 | M101-df3           | 140305.7+533656 |       210.773745 |    53.615556 |   29.07 |     0.08 | TRGB          |   6.51628 |      |         
   50063 | MESSIER101         | 140312.8+542102 |       210.803325 |    54.350555 |   29.21 |     0.06 | TRGB          |   6.95024 |  240 |  377.688
 5912218 | dw1403-33          | 140318.0-332414 |          210.825 |   -33.403889 |   28.45 |          | mem           |   4.89779 |      |         
   50073 | NGC5408            | 140321.5-412235 |        210.83958 |   -41.376388 |   28.63 |     0.07 | TRGB          |   5.32108 |  502 |  281.453
 5067385 | M101-df1           | 140345.0+535640 |         210.9375 |    53.944444 |   29.02 |    0.116 | TRGB          |   6.36796 |      |         
 2448110 | PGC2448110         | 140457.8+534129 |      211.2408333 |  53.69138889 |   29.22 |          | mem           |   6.98232 |  256 |  392.495
   50216 | NGC5474            | 140502.1+533947 |        211.25874 |    53.663055 |   29.22 |     0.11 | TRGB          |   6.98232 |  288 |  424.098
   50262 | NGC5477            | 140533.1+542739 |       211.387905 |    54.460833 |   29.15 |     0.03 | TRGB          |   6.76083 |  312 |   451.25
 5912219 | dw1406-29          | 140641.0-290810 |       211.670835 |   -29.136111 |   28.45 |          | mem           |   4.89779 |      |         
 5067392 | M101-dwA           | 140650.2+534432 |        211.70916 |    53.742222 |  29.114 |     0.13 | TRGB          |   6.64967 |      |         
  166185 | KK230              | 140710.7+350337 |        211.79457 |    35.060277 |   26.72 |     0.22 | TRGB          |     2.208 |   63 |  127.342
 6740594 | M101Dw7            | 140721.0+550351 |         211.8375 |  55.06416667 |   29.21 |          | mem           |   6.95024 |      |         
 5067386 | M101-df2           | 140837.5+541931 |        212.15625 |    54.325278 |  29.185 |     0.09 | TRGB          |   6.87068 |      |         
 5912220 | dw1409-33          | 140903.0-334940 |       212.262495 |   -33.827778 |   28.45 |          | mem           |   4.89779 |      |         
 5912221 | dw1410-34          | 141047.0-345207 |        212.69583 |   -34.868611 |   28.45 |          | mem           |   4.89779 |      |         
 6657066 | dw1412+56          | 141211.0+560831 |      213.0458334 |  56.14194444 | 29.2099 |          | mem           |      6.95 |      |         
 5912222 | dw1413-34          | 141308.0-342333 |       213.283335 |     -34.3925 |   28.45 |          | mem           |   4.89779 |      |         
   50779 | CIRCINUS           | 141309.3-652021 |       213.288735 |   -65.339166 | 28.1162 |          | TF            |       4.2 |  434 |  188.813
   50911 | KKH87              | 141509.4+570515 |       213.789165 |    57.087499 |   29.74 |     0.03 | TRGB          |   8.87156 |  320 |  473.224
 5912223 | dw1415-32          | 141541.0-323421 |       213.920835 |     -32.5725 |   28.45 |          | mem           |   4.89779 |      |         
   50961 | DDO187             | 141556.5+230319 |        213.98541 |    23.055277 |   26.81 |     0.04 | TRGB          |   2.30144 |  160 |  179.639
 6657067 | dw1416+57          | 141659.0+575439 |      214.2458334 |  57.91083333 | 29.2099 |          | mem           |      6.95 |      |         
   51210 | NGC5585            | 141948.3+564349 |        214.95123 |    56.730277 | 28.7794 |          | BS            |       5.7 |  303 |  457.035
   51472 | DDO190             | 142443.5+443133 |       216.181245 |    44.525832 |   27.26 |     0.03 | TRGB          |   2.83139 |  150 |  263.442
   51659 | PGC051659          | 142803.7-461806 |       217.015395 |   -46.301666 |   27.79 |     0.23 | TRGB          |    3.6141 |  391 |  176.537
 3097729 | Centaurus A-dE5    | 143005.0-332845 |        217.52082 |   -33.479166 | 29.7712 |          | txt           |         9 |      |         
   52125 | ESO222-010         | 143503.0-492518 |        218.76249 |   -49.421666 | 28.8171 |          | TF            |       5.8 |  620 |    403.3
   52142 | DDO194             | 143524.6+571524 |        218.85249 |    57.256666 |   28.82 |     0.02 | TRGB          |   5.80764 |  218 |  381.227
   52358 | MRK0475            | 143905.4+364822 |         219.7725 |    36.806111 | 29.8189 |          | TF            |       9.2 |  583 |  676.703
 3994649 | HIPASS J1441-62    | 144142.7-624602 |        220.42791 |   -62.767221 |   28.63 |          | NAM           |   5.32108 |  672 |  439.567
   52591 | ESO272-025         | 144325.5-444219 |       220.856235 |   -44.705277 |   28.62 |          | NAM           |   5.29664 |  631 |   429.13
 2801019 | KKR11              | 144444.2+553517 |     221.18416665 |  55.58805556 |      30 |          | BTF           |        10 |  590 |  752.736
 6657068 | dw1446+58          | 144660.0+583404 |     221.74999995 |  58.56777778 | 29.2099 |          | mem           |      6.95 |      |         
 3167847 | UGC09540           | 144852.0+344243 |        222.21666 |    34.711944 | 29.8424 |          | BTF           |       9.3 |  802 |  894.811
   53500 | ESO273-014         | 145830.3-474155 |        224.62623 |    -47.69861 | 29.9782 |          | TF            |       9.9 | 1050 |  850.839
   53639 | ESO223-009         | 150108.5-481733 |       225.285405 |   -48.292499 |      29 |     0.02 | TRGB          |   6.30957 |  588 |  389.137
   54074 | UMin               | 150911.3+671252 |        227.29707 |    67.214444 | 18.8908 |          | TRGB          |      0.06 | -255 | -51.7191
   54392 | ESO274-001         | 151413.5-464845 |       228.556245 |     -46.8125 |   27.23 |     0.08 | TRGB          |   2.79254 |  524 |  337.138
    5460 | KKR18              | 151754.5+161844 |      229.4770833 |  16.31222222 |   29.82 |          | TF            |   9.20449 |  720 |  764.438
 2800427 | HIPASS J1526-51    | 152622.9-511031 |        231.59541 |   -51.175277 | 28.9898 |          | TF            |      6.28 |  605 |   414.55
 5807207 | HIZOA J1528-52     | 152833.8-521356 |        232.14084 |   -52.232222 |  29.569 |          | BTF           |   8.19974 |  620 |  428.388
         | BootesIV           | 153445.4+434334 |        233.68917 |    43.726111 |    21.6 |      0.2 | HB            |   0.20893 |      |         
 2801026 | KKR25              | 161347.6+542216 |        243.44832 |     54.37111 |    26.4 |     0.07 | TRGB          |   1.90546 |  -79 |  127.915
 3097114 | HIZOA J1616-55     | 161723.5-554357 |     244.34791665 |     -55.7325 |  29.974 |          | BTF           |   9.88098 |  406 |  232.127
   57888 | ESO137-018         | 162059.3-602915 |       245.247075 |   -60.487499 |   28.84 |     0.08 | TRGB          |   5.86138 |  603 |  418.191
 4713560 | Hercules           | 163103.6+124724 |     247.76500005 |        12.79 |   20.84 |     0.12 | HB            |  0.147231 |   45 |  141.462
   60095 | Draco              | 172001.4+575434 |       260.005815 |    57.909444 | 19.5154 |          | TRGB          |      0.08 | -296 | -51.1746
 5064336 | Milky Way          | 174540.0-290028 |      266.4168333 | -29.00780556 | 14.4991 | 0.111929 | geom          |   0.00794 |    0 | -64.9742
   60849 | IC4662             | 174706.3-643825 |       266.776245 |   -64.640277 |   27.03 |     0.02 | TRGB          |   2.54683 |  302 |  139.025
   60921 | NGC6503            | 174927.6+700841 |        267.36498 |    70.144721 |   28.98 |     0.06 | TRGB          |   6.25173 |   51 |  308.618
 5074561 | KK242              | 175248.4+700814 |       268.201665 |    70.137222 | 28.9794 |          | mem           |      6.25 |      |         
   61922 | IC4710             | 182838.0-665856 |       277.158315 |   -66.982221 |   29.34 |     0.06 | TRGB          |   7.37904 |  739 |  579.875
   62453 | NGC6684            | 184857.9-651024 |       282.241245 |   -65.173332 | 29.6976 |          | TF            |       8.7 |  866 |  719.846
 4689212 | Sag dSph           | 185503.1-302842 |       283.762905 |   -30.478332 | 16.5051 |          | TRGB          |      0.02 |  140 |  159.277
   62572 | ESO104-022         | 185541.2-644839 |        283.92165 |   -64.810833 |   29.76 |     0.06 | TRGB          |   8.95365 |  797 |  654.152
         | NGC6744dwTBGa      | 190556.0-631619 |     286.48333335 | -63.27194444 |  29.889 |          | mem           |   9.50167 |      |         
 2815832 | [KK2000] 70        | 190658.9-635757 |       286.745415 |   -63.965833 | 29.8886 |          | mem           |       9.5 |      |         
         | dw1907-6342        | 190722.6-634222 |      286.8441666 | -63.70611111 |  29.891 |          | mem           |   9.51043 |      |         
   62814 | UGC11411           | 190842.3+701702 |       287.176245 |    70.283888 |   29.09 |     0.04 | TRGB          |   6.57658 |   69 |   344.99
   62815 | [KK2000] 71        | 190844.0-634353 |       287.183325 |   -63.731388 | 29.8886 |          | mem           |       9.5 |      |         
   62836 | NGC6744            | 190945.9-635128 |        287.44125 |   -63.857777 |   29.89 |     0.14 | TRGB          |   9.50605 |  841 |  705.919
         | Bedin I            | 191045.8-595502 |       287.690835 |   -59.917222 |    29.7 |     0.13 | TRGB          |   8.70964 |      |         
   62869 | ESO104-044         | 191123.1-641309 |       287.846235 |   -64.219166 |   29.94 |     0.18 | TRGB          |   9.72747 |  750 |  613.723
 2815833 | [KK2000] 72        | 191222.9-635122 |       288.095415 |   -63.856111 | 29.8886 |          | mem           |       9.5 |      |         
         | NGC6744dwTBGb      | 191246.8-633949 |          288.195 | -63.66361111 |  29.889 |          | mem           |   9.50167 |      |         
  166190 | AM1909-615         | 191353.5-615449 |      288.4729167 | -61.91361111 |  29.891 |          | mem           |   9.51043 |  946 |  820.706
 4586730 | HIZOAJ1914+10      | 191502.5+101943 |      288.7604166 |  10.32861111 |  29.194 |          | BTF           |   6.89922 |  654 |  864.295
   63000 | NGC6789            | 191641.8+635822 |       289.174155 |    63.972777 |   27.75 |     0.04 | TRGB          |   3.54813 | -140 |      145
   63287 | Sag dIr            | 192959.0-174041 |       292.495815 |   -17.678054 |   25.17 |     0.08 | TRGB          |   1.08143 |  -79 |   20.961
   63432 | IC4870             | 193737.6-654843 |        294.40665 |   -65.811944 |   29.65 |     0.05 | TRGB          |   8.51138 |  877 |  739.752
   63616 | NGC6822            | 194457.7-144811 |         296.2404 |   -14.803055 |   23.58 |     0.07 | TRGB          |  0.519996 |  -57 |  63.6587
 5060431 | LV J1952+1428      | 195211.8+142824 |        298.04916 |    14.473333 |   29.62 |     0.14 | TRGB          |    8.3946 |  279 |  520.811
         | Sgr II             | 195239.5-215606 |     298.16458335 |      -21.935 |    19.2 |      0.2 | HB            | 0.0691831 |      |         
   64054 | KK246              | 200357.4-314054 |        300.98916 |   -31.681666 |   29.18 |     0.11 | TRGB          |   6.85488 |  435 |  477.683
   64181 | IC4951             | 200931.8-615102 |       302.382495 |   -61.850555 | 29.9561 |          | TF            |       9.8 |  814 |   701.36
   64824 | UGC11583           | 203015.3+602625 |        307.56375 |    60.440277 |   29.44 |     0.13 | mem           |   7.72681 |  126 |  428.964
  166192 | KK251              | 203032.0+602113 |        307.63332 |    60.353611 |   29.44 |     0.13 | mem           |   7.72681 |  130 |  433.398
  166193 | KK252              | 203132.6+604848 |       307.885815 |    60.813333 |   29.44 |     0.13 | mem           |   7.72681 |  138 |  441.234
   65001 | NGC6946            | 203451.1+600915 |         308.7129 |    60.154166 |   29.44 |     0.13 | TRGB          |   7.72681 |   51 |  354.904
 2601822 | KKR55              | 204520.8+602440 |       311.336655 |    60.411111 |   29.44 |     0.13 | mem           |   7.72681 |   32 |  336.599
   65367 | DDO210             | 204651.8-125053 |        311.71581 |   -12.848055 |   24.95 |     0.14 | TRGB          |  0.977238 | -140 |   10.828
 2801050 | KKR56              | 204824.1+583706 |        312.10041 |    58.618332 |   29.44 |     0.13 | mem           |   7.72681 |  -43 |  264.131
 3097690 | Cepheus1           | 205109.7+565324 |        312.79041 |    56.889999 |   29.44 |     0.13 | mem           |   7.72681 |   33 |  341.993
   65603 | IC5052             | 205206.2-691214 |        313.02582 |   -69.203888 |    28.7 |     0.06 | TRGB          |   5.49541 |  584 |  440.122
 2801052 | KKR59              | 210324.2+571714 |        315.85083 |    57.287221 |   29.44 |     0.13 | mem           |   7.72681 |   -3 |   306.84
 2801053 | KKR60              | 210553.0+571219 |       316.470825 |    57.205277 |   29.44 |     0.13 | mem           |   7.72681 |  -14 |  296.111
 5074551 | Kim2               | 210849.1-510956 |        317.20458 |   -51.165556 |      20 |     0.15 | HB            |       0.1 |      |         
  166712 | EZOA J2120+45      | 212046.2+451622 |     320.19250005 |  45.27277778 |   29.44 |          | NAM           |   7.72681 |  261 |  576.146
 5056950 | Segue 3            | 212131.0+190702 |       320.379165 |    19.117221 |    16.1 |          | CMD           | 0.0165959 |      |         
   67045 | NGC7090            | 213628.6-543326 |        324.11916 |   -54.557222 |   29.89 |     0.06 | TRGB          |   9.50605 |  850 |  783.815
   67908 | IC5152             | 220241.9-511743 |       330.674565 |   -51.295277 |   26.46 |     0.04 | TRGB          |   1.95884 |  122 |  72.9577
   68618 | IC5201             | 222057.4-460203 |       335.239155 |   -46.034166 | 29.7224 |          | TF            |       8.8 |  915 |  893.101
   68672 | ESO238-005         | 222230.1-482418 |       335.625405 |      -48.405 |   29.52 |     0.05 | TRGB          |   8.01678 |  706 |  671.084
  130762 | AM2220-460         | 222343.0-455256 |       335.929155 |   -45.882221 | 29.7224 |          | mem           |       8.8 |  843 |  821.687
 5074547 | Pegasus III        | 222422.6+052512 |      336.0941667 |         5.42 |   21.56 |      0.2 | CMD           |  0.205116 | -223 |  7.78797
 5060429 | And XXVIII         | 223241.2+311258 |        338.17167 |    31.216111 | 24.0646 |      0.5 | TRGB          |      0.65 | -331 | -32.3537
 5953206 | Aquarius 2         | 223355.5-091939 |       338.481255 |      -9.3275 |   20.16 |     0.07 | TRGB          |  0.107647 |  -71 |  96.1921
   69415 | DDO215             | 223908.8-044537 |      339.7866666 | -4.760277778 |  29.672 |          | TF            |   8.59805 |  830 |   1016.6
   69468 | KK258              | 224043.9-304759 |         340.1829 |   -30.799721 |   26.75 |     0.03 | TRGB          |   2.23872 |   92 |  149.848
   69519 | Tucana             | 224149.0-642512 |        340.45416 |   -64.419999 |   24.82 |     0.03 | TRGB          |  0.920449 |  194 |   72.717
 5074560 | Tucana 2           | 225155.1-583408 |        342.97959 |   -58.568889 |    18.8 |          | HB            |  0.057544 | -129 | -221.923
 5074558 | Grus 1             | 225642.4-500948 |       344.176665 |   -50.163333 |    20.4 |     0.15 | HB            |  0.120226 | -140 | -190.083
 5065677 | Lac I              | 225816.3+411728 |        344.56791 |    41.291111 |    24.4 |     0.12 | TRGB          |  0.758577 | -198 |  106.815
 5056949 | PiscesII           | 225831.0+055709 |       344.629155 |       5.9525 |    21.3 |          | HB            |   0.18197 | -226 |  -1.9783
 5067080 | AF7448_001         | 225935.3+164611 |       344.897085 |    16.769722 | 28.4949 |          | TF            |         5 |  363 |  622.802
 4581796 | ApplesI            | 231503.3-423222 |        348.76374 |   -42.539444 |    29.6 |      0.5 | spectroscopic |   8.31764 |  674 |   660.71
   71220 | NGC7640            | 232206.6+405044 |       350.527485 |    40.845555 |   29.63 |     0.08 | TRGB          |   8.43334 |  369 |  667.543
   71368 | UGC12588           | 232442.4+412053 |       351.176655 |    41.348055 | 29.6291 |          | mem           |      8.43 |  425 |  723.188
   71431 | UGCA438            | 232627.5-322326 |       351.614565 |   -32.390555 |   26.73 |     0.08 | TRGB          |    2.2182 |   62 |  98.7561
 2807155 | Cas dSph           | 232631.8+504032 |        351.63249 |    50.675554 |   24.58 |     0.09 | TRGB          |  0.824138 | -307 |  -5.4341
   71464 | ESO347-017         | 232656.1-372049 |        351.73374 |   -37.346944 | 29.4041 |          | TF            |       7.6 |  691 |  701.191
   71538 | Pegasus            | 232834.1+144448 |        352.14207 |    14.746666 |   24.93 |     0.07 | TRGB          |  0.968278 | -184 |  60.0334
   71596 | DDO217             | 232958.7+405925 |        352.49457 |    40.990277 | 29.6598 |          | TF            |      8.55 |  424 |  720.233
   71775 | IC5332             | 233427.5-360606 |        353.61456 |   -36.101666 |  29.774 |    0.097 | TRGB          |   9.01156 |  701 |  715.542
  626659 | LV J2335-3713      | 233504.1-371314 |      353.7670833 | -37.22055556 |    29.4 |     0.15 | TRGB          |   7.58577 |  615 |  623.484
   71866 | NGC7713            | 233615.0-375620 |        354.06249 |   -37.938888 | 29.4605 |          | TF            |       7.8 |  692 |   696.32
 5074556 | Phoenix 2          | 233959.4-542422 |         354.9975 |   -54.406111 |    19.6 |     0.15 | HB            | 0.0831764 |      |         
  680341 | PGC680341          | 234147.5-330841 |      355.4479167 | -33.14472222 |   28.92 |          | NAM           |   6.08135 |  459 |  486.165
   72228 | UGCA442            | 234346.0-315733 |       355.941645 |   -31.959166 |    28.2 |     0.07 | TRGB          |   4.36516 |  267 |  299.503
 2807157 | KKH98              | 234534.0+384304 |        356.39166 |    38.717777 |   27.06 |     0.09 | TRGB          |   2.58226 | -132 |  156.201
 2807158 | Peg dSph           | 235147.3+243453 |     357.94708335 |  24.58138889 | 24.5558 |  0.06661 | RR            |  0.815004 | -345 | -84.3151
   72675 | ESO149-003         | 235202.8-523439 |       358.011645 |   -52.577499 |   29.23 |     0.05 | TRGB          |   7.01455 |  574 |  497.581
 5057231 | And XXI            | 235447.7+422815 |        358.69875 |    42.470832 |   24.67 |     0.13 | TRGB          |  0.859014 | -361 | -72.5147
 6657034 | Tucana III         | 235636.0-593600 |       359.149995 |        -59.6 |   16.99 |    0.167 | HB            | 0.0250035 | -102 | -212.956
 5067093 | PAndAS-01          | 235712.0+433308 |       359.299995 |    43.552222 | 24.4605 |          | mem           |      0.78 | -333 | -44.0917
   73049 | NGC7793            | 235749.4-323524 |        359.45583 |   -32.589999 |    27.8 |     0.08 | TRGB          |   3.63078 |  227 |  250.344
 5067094 | PAndAS-02          | 235755.6+414649 |        359.48166 |    41.780278 | 24.4605 |          | mem           |      0.78 | -266 |  21.0362
  704814 | PGC704814          | 235840.7-312803 |      359.6695833 |     -31.4675 |  27.817 |      0.1 | TRGB          |   3.65932 |  270 |  298.678
 5060430 | And XXIX           | 235855.6+304520 |       359.731665 |    30.755556 | 24.3166 |     0.22 | TRGB          |      0.73 | -194 |  76.1605
